PC1,PC2
2.811095615633661,0.5519489801390364
-1.7921651323250125,-0.2417939239331187
2.9062205118106896,0.23243372751386535
-1.5716858375309566,0.056911282719231376
2.4721955906714586,0.6988580336720007
-1.279486825588577,-0.03497092937791568
-0.3810152966025702,1.427442988413503
0.9113585620024605,-2.187314200413948
-2.0522875446007784,-0.10736360408189738
1.5101973927189114,0.5184501702772362
3.523472030782588,0.43760474071169786
-0.8878217612356721,-1.794285365523485
-1.083742407788551,-0.7422962486185709
-0.8915021970965292,-0.43795687744240425
-1.0029931883478325,0.8245345499830293
-1.4744853624220104,1.28712913777233
-0.5448442723633946,1.4435849839682364
-1.601937800936078,1.0829165111933106
-1.5816704432293314,1.1153901962743098
1.3195526927078893,-1.7771189626682524
0.43413603498297687,-2.666876235247868
0.7209363052723217,-0.3373344665497246
-2.3283901017423108,-0.4804331495060693
0.18594611406159872,-0.4860801761133265
-1.5325648069238078,0.10897781969745152
-1.6609753031117003,0.9883227668404498
-0.19544855987029724,-2.0542278182141924
-0.8642052375514722,0.6532444863829162
-0.3507874668865779,-1.0680528084276653
0.4059623996386204,0.20283394820121503
-0.4852595729741764,0.5522807665293867
0.712300618783189,0.5683100453502958
3.2385843655198148,-0.2637860247160808
-2.0544861399479637,-0.17942446431889922
1.624143614451716,1.0733370371926423
-0.9732176995568508,1.3506746724890415
-0.1339185798149831,1.0270124240836744
-1.217684157802076,-1.409185736596448
-2.049407784334657,0.365950859610206
-0.6715229429309262,-0.175511141841033
-0.9593565750686991,0.39758879869716923
0.7490780291674456,1.5193335312739538
-1.1777986060871783,-0.8693849054817072
1.1177227278695372,0.14485166373719943
-0.4914566175038756,1.5157223387827143
-2.278426060572734,1.0734797113881678
1.2945898848656177,1.1473431780607168
-1.601084943062995,0.016393468771845044
-1.8178965959464275,-0.76246976299564
-3.001421192895118,-0.08495034061200242
-1.6041150427858302,-0.5322873600069934
-1.8947946452432156,1.1509205864006133
-0.782040339814744,1.3221329060554239
1.2080541605517956,0.622177125907432
-1.5538888791466743,0.08542673255403906
-0.5240559979150479,0.4539970937862902
0.4243310958027185,0.6783218194388669
1.201129129495544,-0.6508036280384559
1.3456869851991,0.3400738616097648
1.7035771493596676,1.1594656958891008
-1.617818939437633,1.05747071318208
-0.12147471032379299,-1.6820854088300856
-2.1450389414758964,-0.7185967211796978
-0.6319877012398442,1.0253185995249114
-1.1751501784546876,-0.7763624393748256
-0.07400463784040798,-1.9321885366014706
0.7887084249456379,-2.3105656103316274
-0.4391501654682753,-2.457873002766378
0.47119223944978444,0.7342293974612804
0.21763824468150578,0.8853005371342024
-1.2875805750440734,2.12383865385224
0.04075843689326375,0.6742744954099781
1.6854141380941483,1.1397717996020902
0.7412108288412078,0.5473220924911798
-0.22817924238140572,-1.6720124741780613
0.10002476948690106,0.29140891397888646
0.9102963678916953,-0.13201402823631622
-0.7902581987853902,1.3089657153385008
-0.48272953082405884,-0.7797791327606995
-1.472980939060376,0.6753949991982306
1.0703821844142272,0.9955184212209655
-0.3864741971003902,0.19985197736404103
2.388268131682972,0.17652008672964467
1.6573509800737611,0.678006724268347
-1.5415983601676577,-0.38913581675968617
-0.2928337121576017,-1.5380094038409589
2.799201163398443,1.3702091842996196
-0.7969795486811836,-0.32518685243049966
-0.6250231870851324,-1.480754140183444
2.3834359535465843,-0.29291369920275084
-0.45086127084904787,-0.7452248290926279
2.17969848407318,0.3325630077285256
-0.47046061085371255,-2.060485886052317
1.3429951353433425,-0.09418146303585517
-0.7168887718322849,0.8892845555537604
-0.1437161000980194,-1.706201433265094
-0.7086261830297889,-0.7213470247459992
3.4881079993111306,0.4020673426800023
-1.5404245655194975,0.09835772042421438
-2.365556965110742,0.39663443106770396
1.3714380201587846,1.3546923831873319
-1.0954144476090333,0.282785979463856
-2.056363905701289,-0.598779086640562
0.7437805555617566,-1.6065745387133958
-1.6109392885367377,2.1429706408157507
-0.34253572935273424,-1.1437331382532856
-0.041238151542844215,1.0300217981760567
3.5645397767374982,0.8939802983147478
0.35666413348038833,-2.744727930470792
0.47027264102487254,1.6402785550355667
-1.7038269931264358,-0.15481391279643728
0.15296784079070758,-0.552573760735334
-1.8386560810480357,1.2408694628625352
1.1335762667370612,-1.964007108596177
2.6200185826928473,-0.05517126120776396
2.1473999968746154,-0.9452132682797689
0.47623359474991583,-0.6026621554295608
-0.9104506882701755,1.1163854535646156
2.438758968001617,0.17778701109524586
0.27576781469759354,0.6087653257244944
1.670180091713962,1.5545903284344194
-2.04265417421552,1.4512488364660099
-0.7518725477354969,1.6497560574162629
-0.3807121379701466,-0.28213313109647703
0.8492854822416567,-1.0608404486624492
-0.20494992513204632,0.9310349294068679
0.80997181033796,-1.1034677072053531
-0.02415044160493041,1.0504082506231704
-1.214419089089602,-1.573139774568257
-0.0627039674331771,-0.3243513536117245
0.10382730167715062,1.203091798458933
-2.046582295040158,-0.7039988581277128
1.2321563090381233,0.21697415479225932
0.5269762110791744,-0.5476426540533157
-1.4300289238363106,-0.23838328724207555
-1.6524500309872063,-1.0248260089473065
-2.9663566474099388,-0.02876763420942781
-1.0583370752291978,-0.22206107757568613
-1.9178968326479697,0.5766663012365401
-1.6062505714553263,2.1504832097524
0.2112357641440378,1.331235213840792
